id,variety,breeder,gender,age,size,condition,photoUrl,certUrl,contestUrl,fatherId,motherId
KOI-STRESS-431,Kohaku,Dainichi Fish Farm,Jantan,Tosai,33,Sehat,https://dummy.com/koi431.jpg,,,,
KOI-STRESS-432,Showa,Sakai Fish Farm,Betina,Nisai,49,Sehat,https://dummy.com/koi432.jpg,,,,
KOI-STRESS-433,Sanke,Momotaro Koi,Jantan,Sansai,61,Bagus,https://dummy.com/koi433.jpg,,,,
KOI-STRESS-434,Shiro Utsuri,Omosako Farm,Betina,Tosai,26,Sehat,https://dummy.com/koi434.jpg,,,,
KOI-STRESS-435,Tancho,Dainichi Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi435.jpg,,,,
KOI-STRESS-436,Asagi,Sakai Fish Farm,Betina,Nisai,45,Sehat,https://dummy.com/koi436.jpg,,,,
KOI-STRESS-437,Shusui,Momotaro Koi,Jantan,Tosai,34,Sehat,https://dummy.com/koi437.jpg,,,,
KOI-STRESS-438,Kohaku,Dainichi Fish Farm,Betina,Sansai,56,Bagus,https://dummy.com/koi438.jpg,,,,
KOI-STRESS-439,Goshiki,Sakai Fish Farm,Jantan,Tosai,27,Sehat,https://dummy.com/koi439.jpg,,,,
KOI-STRESS-440,Kujaku,Momotaro Koi,Betina,Nisai,41,Sangat Baik,https://dummy.com/koi440.jpg,,,,
KOI-STRESS-441,Yamabuki Ogon,Izumiya,Jantan,Nisai,42,Sehat,https://dummy.com/koi441.jpg,,,,
KOI-STRESS-442,Kohaku,Dainichi Fish Farm,Betina,Tosai,33,Sehat,https://dummy.com/koi442.jpg,,,,
KOI-STRESS-443,Showa,Sakai Fish Farm,Jantan,Sansai,63,Bagus,https://dummy.com/koi443.jpg,,,,
KOI-STRESS-444,Shiro Utsuri,Omosako Farm,Betina,Tosai,28,Sehat,https://dummy.com/koi444.jpg,,,,
KOI-STRESS-445,Sanke,Momotaro Koi,Jantan,Nisai,44,Sangat Baik,https://dummy.com/koi445.jpg,,,,
KOI-STRESS-446,Kohaku,Dainichi Fish Farm,Betina,Sansai,59,Sehat,https://dummy.com/koi446.jpg,,,,
KOI-STRESS-447,Tancho,Sakai Fish Farm,Jantan,Tosai,35,Sehat,https://dummy.com/koi447.jpg,,,,
KOI-STRESS-448,Asagi,Momotaro Koi,Betina,Nisai,46,Bagus,https://dummy.com/koi448.jpg,,,,
KOI-STRESS-449,Goshiki,Sakai Fish Farm,Jantan,Sansai,51,Sehat,https://dummy.com/koi449.jpg,,,,
KOI-STRESS-450,Kujaku,Dainichi Fish Farm,Betina,Tosai,29,Sangat Baik,https://dummy.com/koi450.jpg,,,,
KOI-STRESS-451,Kohaku,Sakai Fish Farm,Jantan,Tosai,31,Sehat,https://dummy.com/koi451.jpg,,,,
KOI-STRESS-452,Showa,Momotaro Koi,Betina,Nisai,47,Sehat,https://dummy.com/koi452.jpg,,,,
KOI-STRESS-453,Sanke,Dainichi Fish Farm,Jantan,Tosai,34,Bagus,https://dummy.com/koi453.jpg,,,,
KOI-STRESS-454,Shiro Utsuri,Omosako Farm,Betina,Sansai,58,Sehat,https://dummy.com/koi454.jpg,,,,
KOI-STRESS-455,Tancho Sanke,Sakai Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi455.jpg,,,,
KOI-STRESS-456,Asagi,Momotaro Koi,Betina,Nisai,44,Sehat,https://dummy.com/koi456.jpg,,,,
KOI-STRESS-457,Shusui,Dainichi Fish Farm,Jantan,Tosai,36,Sehat,https://dummy.com/koi457.jpg,,,,
KOI-STRESS-458,Kohaku,Sakai Fish Farm,Betina,Sansai,62,Bagus,https://dummy.com/koi458.jpg,,,,
KOI-STRESS-459,Goshiki,Momotaro Koi,Jantan,Tosai,27,Sehat,https://dummy.com/koi459.jpg,,,,
KOI-STRESS-460,Kujaku,Dainichi Fish Farm,Betina,Nisai,40,Sangat Baik,https://dummy.com/koi460.jpg,,,,
KOI-STRESS-461,Kohaku,Sakai Fish Farm,Jantan,Nisai,47,Sehat,https://dummy.com/koi461.jpg,,,,
KOI-STRESS-462,Showa,Dainichi Fish Farm,Betina,Tosai,34,Sehat,https://dummy.com/koi462.jpg,,,,
KOI-STRESS-463,Sanke,Momotaro Koi,Jantan,Sansai,60,Bagus,https://dummy.com/koi463.jpg,,,,
KOI-STRESS-464,Shiro Utsuri,Omosako Farm,Betina,Nisai,46,Sehat,https://dummy.com/koi464.jpg,,,,
KOI-STRESS-465,Tancho,Sakai Fish Farm,Jantan,Tosai,31,Sangat Baik,https://dummy.com/koi465.jpg,,,,
KOI-STRESS-466,Asagi,Dainichi Fish Farm,Betina,Nisai,48,Sehat,https://dummy.com/koi466.jpg,,,,
KOI-STRESS-467,Shusui,Momotaro Koi,Jantan,Tosai,35,Sehat,https://dummy.com/koi467.jpg,,,,
KOI-STRESS-468,Kohaku,Sakai Fish Farm,Betina,Sansai,64,Bagus,https://dummy.com/koi468.jpg,,,,
KOI-STRESS-469,Goshiki,Dainichi Fish Farm,Jantan,Tosai,29,Sehat,https://dummy.com/koi469.jpg,,,,
KOI-STRESS-470,Kujaku,Momotaro Koi,Betina,Nisai,43,Sangat Baik,https://dummy.com/koi470.jpg,,,,
KOI-STRESS-471,Kohaku,Dainichi Fish Farm,Jantan,Tosai,32,Sehat,https://dummy.com/koi471.jpg,,,,
KOI-STRESS-472,Showa,Sakai Fish Farm,Betina,Nisai,47,Sehat,https://dummy.com/koi472.jpg,,,,
KOI-STRESS-473,Sanke,Momotaro Koi,Jantan,Tosai,31,Bagus,https://dummy.com/koi473.jpg,,,,
KOI-STRESS-474,Shiro Utsuri,Omosako Farm,Betina,Sansai,61,Sehat,https://dummy.com/koi474.jpg,,,,
KOI-STRESS-475,Tancho,Dainichi Fish Farm,Jantan,Tosai,29,Sangat Baik,https://dummy.com/koi475.jpg,,,,
KOI-STRESS-476,Asagi,Sakai Fish Farm,Betina,Nisai,44,Sehat,https://dummy.com/koi476.jpg,,,,
KOI-STRESS-477,Shusui,Momotaro Koi,Jantan,Tosai,33,Sehat,https://dummy.com/koi477.jpg,,,,
KOI-STRESS-478,Kohaku,Dainichi Fish Farm,Betina,Sansai,57,Bagus,https://dummy.com/koi478.jpg,,,,
KOI-STRESS-479,Goshiki,Sakai Fish Farm,Jantan,Tosai,27,Sehat,https://dummy.com/koi479.jpg,,,,
KOI-STRESS-480,Kujaku,Momotaro Koi,Betina,Nisai,40,Sangat Baik,https://dummy.com/koi480.jpg,,,,
KOI-STRESS-481,Kohaku,Dainichi Fish Farm,Jantan,Tosai,32,Sehat,https://dummy.com/koi481.jpg,,,,
KOI-STRESS-482,Showa,Sakai Fish Farm,Betina,Nisai,45,Sehat,https://dummy.com/koi482.jpg,,,,
KOI-STRESS-483,Sanke,Momotaro Koi,Jantan,Tosai,28,Bagus,https://dummy.com/koi483.jpg,,,,
KOI-STRESS-484,Shiro Utsuri,Omosako Farm,Betina,Nisai,50,Sehat,https://dummy.com/koi484.jpg,,,,
KOI-STRESS-485,Tancho,Dainichi Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi485.jpg,,,,
KOI-STRESS-486,Asagi,Sakai Fish Farm,Betina,Sansai,55,Sehat,https://dummy.com/koi486.jpg,,,,
KOI-STRESS-487,Shusui,Momotaro Koi,Jantan,Tosai,33,Sehat,https://dummy.com/koi487.jpg,,,,
KOI-STRESS-488,Kohaku,Dainichi Fish Farm,Betina,Nisai,48,Bagus,https://dummy.com/koi488.jpg,,,,
KOI-STRESS-489,Goshiki,Sakai Fish Farm,Jantan,Tosai,29,Sehat,https://dummy.com/koi489.jpg,,,,
KOI-STRESS-490,Kujaku,Momotaro Koi,Betina,Nisai,42,Sangat Baik,https://dummy.com/koi490.jpg,,,,
KOI-STRESS-491,Kohaku,Momotaro Koi,Jantan,Nisai,44,Sehat,https://dummy.com/koi491.jpg,,,,
KOI-STRESS-492,Showa,Dainichi Fish Farm,Betina,Tosai,31,Sehat,https://dummy.com/koi492.jpg,,,,
KOI-STRESS-493,Sanke,Sakai Fish Farm,Jantan,Sansai,62,Bagus,https://dummy.com/koi493.jpg,,,,
KOI-STRESS-494,Shiro Utsuri,Omosako Farm,Betina,Tosai,25,Sehat,https://dummy.com/koi494.jpg,,,,
KOI-STRESS-495,Tancho,Momotaro Koi,Jantan,Nisai,40,Sangat Baik,https://dummy.com/koi495.jpg,,,,
KOI-STRESS-496,Asagi,Dainichi Fish Farm,Betina,Sansai,58,Sehat,https://dummy.com/koi496.jpg,,,,
KOI-STRESS-497,Shusui,Sakai Fish Farm,Jantan,Tosai,34,Sehat,https://dummy.com/koi497.jpg,,,,
KOI-STRESS-498,Kohaku,Momotaro Koi,Betina,Nisai,47,Bagus,https://dummy.com/koi498.jpg,,,,
KOI-STRESS-499,Goshiki,Sakai Fish Farm,Jantan,Sansai,52,Sehat,https://dummy.com/koi499.jpg,,,,
KOI-STRESS-500,Kujaku,Dainichi Fish Farm,Betina,Tosai,27,Sangat Baik,https://dummy.com/koi500.jpg,,,,
